id_client,age,region,revenu_annuel,anciennete_contrat,nombre_sinistres,montant_total_sinistres,type_contrat,franchise,smoker,participation_prevention,contacts_service_client,probabilite_sinistre,montant_sinistre_estime
1403,54,Bretagne,30006,8,3,3900,Tous risques,300,Non,Oui,2,0.24,10759
1404,31,Auvergne-Rhône-Alpes,39930,14,0,0,Tous risques,800,Non,Non,3,0.31,805
1405,77,Auvergne-Rhône-Alpes,22637,2,1,5735,Tiers,500,Non,Oui,1,0.42,9322
1406,47,Île-de-France,34542,5,1,3151,Tous risques,800,Oui,Non,1,0.33,14447
1407,52,Provence-Alpes-Côte d'Azur,38832,16,1,1710,Tous risques,800,Oui,Non,3,0.38,10084
1408,38,Bretagne,36551,7,1,6978,Tous risques,500,Non,Non,2,0.14,13872
1409,54,Nouvelle-Aquitaine,39980,10,0,0,Tous risques,1000,Non,Non,3,0.3,8707
1410,22,Île-de-France,27271,5,0,0,Tous risques,500,Non,Oui,3,0.17,12728
1411,36,Provence-Alpes-Côte d'Azur,48824,7,1,5940,Tous risques,300,Oui,Non,1,0.43,2300
1412,76,Nouvelle-Aquitaine,56866,9,2,10167,Tous risques,300,Oui,Non,0,0.22,2290
1413,31,Auvergne-Rhône-Alpes,15767,2,1,5739,Tous risques,500,Oui,Oui,3,0.1,2242
1414,43,Auvergne-Rhône-Alpes,20412,13,0,0,Tiers,800,Non,Non,1,0.42,7588
1415,79,Nouvelle-Aquitaine,35516,13,2,3016,Tous risques,300,Non,Non,1,0.36,5288
1416,21,Île-de-France,31921,9,1,4737,Tous risques,300,Non,Non,1,0.22,10928
1417,42,Auvergne-Rhône-Alpes,57756,11,0,0,Tous risques,500,Oui,Non,1,0.31,13588
1418,62,Bretagne,37637,5,1,1260,Tous risques,500,Non,Oui,3,0.26,9480
1419,59,Nouvelle-Aquitaine,51710,11,0,0,Tiers,1000,Non,Non,1,0.32,3591
1420,42,Nouvelle-Aquitaine,10410,13,0,0,Tous risques,500,Oui,Non,3,0.33,13997
1421,35,Auvergne-Rhône-Alpes,44770,1,1,5415,Tous risques,500,Non,Oui,6,0.32,8153
1422,57,Île-de-France,26413,8,1,6031,Tous risques,300,Oui,Non,0,0.18,10939
1423,25,Bretagne,26221,9,1,6697,Tiers,300,Non,Oui,3,0.18,13412
1424,56,Île-de-France,32019,16,1,6216,Tiers,300,Non,Non,2,0.27,14852
1425,57,Provence-Alpes-Côte d'Azur,17904,16,1,3899,Tous risques,800,Non,Oui,1,0.15,7837
1426,31,Provence-Alpes-Côte d'Azur,40313,2,1,3015,Tous risques,300,Non,Non,3,0.08,12216
1427,49,Auvergne-Rhône-Alpes,37288,18,2,3853,Tiers,300,Non,Non,1,0.31,8719
1428,68,Auvergne-Rhône-Alpes,38194,0,2,6803,Tiers,500,Non,Non,0,0.24,7553
1429,78,Auvergne-Rhône-Alpes,45644,11,0,0,Tiers,1000,Non,Oui,1,0.44,8296
1430,55,Provence-Alpes-Côte d'Azur,53177,6,0,0,Tiers,300,Non,Non,6,0.16,7521
1431,50,Île-de-France,30635,3,1,4993,Tiers,1000,Non,Non,1,0.45,6604
1432,40,Île-de-France,40728,9,0,0,Tous risques,300,Non,Oui,4,0.18,10993
1433,32,Auvergne-Rhône-Alpes,38515,12,0,0,Tous risques,300,Non,Non,4,0.46,4120
1434,50,Bretagne,39531,1,3,14587,Tiers,1000,Non,Non,1,0.12,9437
1435,42,Île-de-France,39711,9,3,9031,Tous risques,500,Non,Non,2,0.41,10837
1436,34,Provence-Alpes-Côte d'Azur,54086,3,2,2414,Tiers,300,Non,Oui,3,0.2,13435
1437,50,Nouvelle-Aquitaine,29483,17,4,10915,Tiers,1000,Non,Non,1,0.13,5312
1438,64,Nouvelle-Aquitaine,16691,4,0,0,Tiers,300,Oui,Oui,3,0.16,12978
1439,72,Nouvelle-Aquitaine,26625,18,0,0,Tous risques,800,Oui,Non,3,0.17,14206
1440,19,Bretagne,44087,1,1,5273,Tiers,800,Non,Oui,3,0.11,9905
1441,31,Auvergne-Rhône-Alpes,35279,11,0,0,Tous risques,800,Non,Non,1,0.17,11685
1442,70,Provence-Alpes-Côte d'Azur,29388,16,0,0,Tiers,800,Non,Non,3,0.07,6382
1443,57,Bretagne,22082,9,4,10278,Tiers,500,Non,Oui,4,0.22,14305
1444,57,Provence-Alpes-Côte d'Azur,37655,1,5,19889,Tiers,800,Non,Non,3,0.34,10227
1445,68,Provence-Alpes-Côte d'Azur,42734,5,1,3510,Tous risques,1000,Non,Non,0,0.11,4997
1446,56,Auvergne-Rhône-Alpes,38670,7,0,0,Tous risques,300,Oui,Oui,5,0.08,6361
1447,68,Nouvelle-Aquitaine,31960,18,0,0,Tous risques,1000,Non,Non,2,0.52,9457
1448,23,Auvergne-Rhône-Alpes,36759,10,0,0,Tiers,800,Non,Non,2,0.47,3894
1449,23,Bretagne,36690,11,0,0,Tiers,500,Non,Non,1,0.12,11431
1450,20,Bretagne,37276,8,1,4376,Tiers,800,Oui,Non,0,0.54,3758
1451,24,Bretagne,20788,1,1,6786,Tiers,800,Non,Non,3,0.48,9080
1452,68,Auvergne-Rhône-Alpes,37367,7,2,4606,Tous risques,500,Non,Non,2,0.49,10606
1453,25,Provence-Alpes-Côte d'Azur,29712,10,1,5284,Tiers,500,Non,Non,2,0.53,12966
1454,59,Provence-Alpes-Côte d'Azur,47487,3,0,0,Tiers,500,Non,Non,4,0.26,11141
1455,69,Île-de-France,36595,9,1,2673,Tous risques,500,Non,Non,4,0.49,12082
1456,32,Bretagne,45025,19,1,2082,Tous risques,500,Non,Non,1,0.14,13737
1457,64,Provence-Alpes-Côte d'Azur,31378,15,0,0,Tous risques,500,Non,Non,1,0.39,9167
1458,46,Île-de-France,31811,7,0,0,Tiers,300,Non,Non,1,0.26,12771
1459,50,Provence-Alpes-Côte d'Azur,52931,3,1,2202,Tous risques,800,Oui,Oui,0,0.19,3862
1460,69,Bretagne,40236,9,1,6943,Tiers,800,Non,Oui,2,0.33,12313
1461,47,Nouvelle-Aquitaine,26425,11,0,0,Tous risques,500,Non,Non,2,0.7,3714
1462,56,Bretagne,45763,13,0,0,Tous risques,1000,Non,Oui,2,0.4,14052
1463,44,Auvergne-Rhône-Alpes,28600,15,0,0,Tous risques,500,Oui,Non,0,0.12,5284
1464,53,Provence-Alpes-Côte d'Azur,37708,17,1,6813,Tiers,300,Non,Oui,5,0.13,2991
1465,46,Provence-Alpes-Côte d'Azur,57040,11,2,8879,Tous risques,1000,Non,Oui,0,0.1,2648
1466,55,Auvergne-Rhône-Alpes,17824,17,3,6964,Tiers,300,Non,Oui,3,0.49,3215
1467,74,Auvergne-Rhône-Alpes,32890,6,2,12346,Tous risques,1000,Non,Non,0,0.37,6989
1468,50,Nouvelle-Aquitaine,39899,19,2,10912,Tous risques,1000,Non,Oui,1,0.18,8071
1469,78,Provence-Alpes-Côte d'Azur,44176,6,3,10457,Tous risques,500,Oui,Non,0,0.29,13749
1470,54,Provence-Alpes-Côte d'Azur,20105,8,2,7682,Tous risques,300,Non,Non,2,0.11,6024
1471,44,Nouvelle-Aquitaine,16570,0,3,10402,Tous risques,1000,Non,Non,0,0.29,3653
1472,72,Île-de-France,48088,5,2,13159,Tiers,300,Non,Non,1,0.1,11285
1473,50,Nouvelle-Aquitaine,26355,5,1,3061,Tous risques,500,Non,Non,0,0.3,2452
1474,79,Bretagne,25852,11,0,0,Tous risques,500,Non,Non,1,0.72,13438
1475,21,Provence-Alpes-Côte d'Azur,53602,11,0,0,Tous risques,500,Non,Non,1,0.16,6436
1476,39,Auvergne-Rhône-Alpes,35836,9,1,4783,Tous risques,500,Non,Non,3,0.09,9400
1477,19,Bretagne,35914,5,1,4478,Tous risques,800,Non,Non,4,0.36,3199
1478,27,Provence-Alpes-Côte d'Azur,32842,16,1,3220,Tiers,1000,Non,Non,4,0.48,2610
1479,22,Nouvelle-Aquitaine,20312,18,3,3330,Tous risques,800,Non,Non,1,0.5,12083
1480,76,Bretagne,43108,17,0,0,Tiers,500,Oui,Non,3,0.05,6730
1481,27,Provence-Alpes-Côte d'Azur,39913,5,4,22101,Tous risques,1000,Oui,Non,3,0.49,14807
1482,50,Île-de-France,37024,18,0,0,Tous risques,1000,Non,Oui,1,0.08,8102
1483,71,Île-de-France,33604,9,0,0,Tiers,300,Non,Non,0,0.56,12761
1484,55,Auvergne-Rhône-Alpes,31492,7,1,2583,Tous risques,500,Non,Non,0,0.38,14709
1485,30,Provence-Alpes-Côte d'Azur,45949,5,0,0,Tous risques,800,Non,Non,1,0.1,4576
1486,48,Île-de-France,33304,6,1,3202,Tous risques,300,Oui,Non,0,0.18,12112
1487,64,Nouvelle-Aquitaine,34231,0,1,6446,Tiers,1000,Non,Non,2,0.28,819
1488,53,Provence-Alpes-Côte d'Azur,41358,17,2,5655,Tiers,800,Non,Non,2,0.3,10356
1489,62,Nouvelle-Aquitaine,37495,19,2,8518,Tous risques,500,Non,Non,2,0.14,11305
1490,41,Nouvelle-Aquitaine,54707,11,0,0,Tiers,800,Non,Non,3,0.16,7421
1491,69,Île-de-France,13863,15,1,4131,Tous risques,800,Non,Non,2,0.38,2850
1492,73,Provence-Alpes-Côte d'Azur,38598,9,5,24108,Tous risques,800,Non,Non,1,0.17,9442
1493,32,Bretagne,26532,9,0,0,Tiers,300,Non,Non,4,0.06,13514
1494,46,Île-de-France,23694,13,1,4473,Tous risques,1000,Oui,Oui,3,0.3,14004
1495,25,Île-de-France,29515,19,1,4883,Tous risques,800,Non,Oui,0,0.35,11318
1496,22,Provence-Alpes-Côte d'Azur,35656,9,2,10242,Tous risques,1000,Oui,Non,3,0.12,4323
1497,46,Provence-Alpes-Côte d'Azur,36188,9,0,0,Tiers,300,Non,Non,2,0.16,13119
1498,64,Nouvelle-Aquitaine,16792,10,1,2868,Tous risques,500,Non,Non,1,0.24,13387
1499,21,Provence-Alpes-Côte d'Azur,28506,1,1,4406,Tiers,500,Non,Oui,1,0.53,5825
1500,29,Nouvelle-Aquitaine,38374,19,1,6889,Tous risques,800,Oui,Oui,2,0.48,3153
